ID,Intro to CS,Data structure,Software engineering,Operative systems,Algorithms,Computer organization,GPA
cs1466,84,73,98,80,81,76,94
cs1467,93,92,67,81,92,89,100
cs1468,88,87,69,82,77,73,84
cs1469,81,76,90,83,66,91,97
cs1470,93,71,61,80,62,72,79
cs1471,84,93,59,86,92,75,84
cs1472,89,84,91,87,80,73,70
cs1473,98,94,62,86,87,76,91
cs1474,88,95,68,82,97,76,70
cs1475,76,76,62,88,66,76,88
cs1476,90,92,66,85,92,93,84
cs1477,83,88,72,83,89,73,77
cs1478,89,79,93,81,84,74,83
cs1479,86,95,96,85,98,80,69
cs1480,95,66,63,81,71,67,62
cs1481,94,81,76,83,75,73,93
cs1482,94,80,62,82,78,67,89
cs1483,92,81,88,81,83,68,74
cs1484,85,83,58,81,81,72,86
cs1485,78,81,69,84,74,78,66
cs1486,84,77,66,81,73,63,86
cs1487,81,83,91,86,80,73,78
cs1488,88,93,97,83,84,79,87
cs1489,79,93,63,81,84,72,57
cs1490,87,82,62,81,85,76,88
cs1491,96,80,60,85,73,73,76
cs1492,99,70,68,81,60,65,99
cs1493,86,81,87,81,72,79,57
cs1494,88,87,63,84,79,77,91
cs1495,89,74,64,84,82,76,85
cs1496,94,88,88,84,90,77,95
cs1497,94,86,69,83,91,69,70
cs1498,92,70,70,83,66,74,99
cs1499,85,66,90,83,62,66,74
cs1500,92,80,66,86,74,80,77
cs1501,89,92,68,81,93,74,89
cs1502,95,87,89,83,80,63,93
cs1503,94,96,57,89,96,79,91
cs1504,90,80,87,85,77,69,85
cs1505,79,77,64,82,79,70,67
cs1506,89,87,68,80,78,74,98
cs1507,89,81,58,85,76,66,79
cs1508,91,85,61,81,90,87,84
cs1509,85,93,70,85,98,74,68
cs1510,93,95,88,82,95,81,72
cs1511,89,74,83,82,82,95,84
cs1512,93,85,62,91,76,79,85
cs1513,87,94,75,83,93,78,86
cs1514,88,66,67,89,60,74,78
cs1515,88,100,67,89,100,79,75
cs1516,91,96,70,82,97,76,91
cs1517,90,65,63,87,55,83,78
cs1518,90,85,87,85,79,72,95
cs1519,92,72,61,85,76,65,80
cs1520,97,95,64,87,90,88,76
cs1521,84,83,60,83,92,94,89
cs1522,100,88,64,82,79,65,95
cs1523,85,96,67,81,92,67,74
cs1524,89,67,97,85,72,67,71
cs1525,84,66,89,84,67,64,94
cs1526,90,94,72,81,96,69,83
cs1527,82,80,63,87,72,78,76
cs1528,87,76,80,84,79,92,82
cs1529,91,96,88,81,89,83,93
cs1530,94,66,72,89,57,91,78
cs1531,95,84,65,86,76,62,84
cs1532,90,97,59,81,100,78,86
cs1533,85,67,91,87,68,67,75
cs1534,89,99,65,88,99,77,89
cs1535,94,82,91,81,82,79,78
cs1536,89,77,74,83,83,79,59
cs1537,91,70,62,82,61,72,56
cs1538,79,85,75,84,89,84,55
cs1539,95,83,62,80,87,86,71
cs1540,93,98,62,82,93,62,82
cs1541,88,90,84,80,100,71,92
cs1542,88,87,67,83,93,73,79
cs1543,89,96,65,81,97,70,92
cs1544,88,91,91,91,87,81,82
cs1545,94,69,98,84,77,65,83
cs1546,88,86,64,87,77,75,70
cs1547,82,99,58,83,99,62,70
cs1548,93,71,73,83,71,89,83
cs1549,84,71,70,84,66,66,80
cs1550,86,93,89,82,93,87,78
cs1551,90,83,64,85,75,79,85
cs1552,95,76,62,86,85,86,74
cs1553,90,74,88,84,74,75,83
cs1554,91,92,63,81,98,80,76
cs1555,90,71,59,88,74,74,92
cs1556,91,59,96,86,52,87,68
cs1557,88,87,60,82,84,78,71
cs1558,89,78,58,80,84,72,96
cs1559,89,95,86,81,87,73,81
cs1560,87,83,59,80,92,91,95
cs1561,85,89,92,82,89,89,88
cs1562,97,94,82,82,90,66,100
cs1563,87,77,69,88,67,74,69
cs1564,86,92,65,89,83,74,90
cs1565,96,100,67,86,100,64,87
cs1566,86,88,95,85,82,69,89
cs1567,90,82,66,81,91,80,90
cs1568,93,91,66,85,83,65,76
cs1569,92,73,62,82,72,74,94
cs1570,95,82,66,86,78,70,97
cs1571,93,82,56,85,75,91,83
cs1572,98,63,68,82,71,74,82
cs1573,92,75,80,88,81,80,86
cs1574,96,81,65,88,71,75,77
cs1575,87,93,89,83,92,64,73
cs1576,94,94,94,85,94,73,100
cs1577,88,75,62,85,78,71,79
cs1578,88,73,74,90,77,76,76
cs1579,96,87,56,83,91,78,90
cs1580,81,90,61,81,97,83,62
cs1581,88,93,66,81,93,80,88
cs1582,86,93,64,81,93,86,77
cs1583,92,83,61,80,80,84,89
cs1584,86,90,67,83,91,65,86
cs1585,98,69,87,81,67,65,77
cs1586,93,77,68,87,74,75,94
cs1587,94,98,58,81,98,70,67
cs1588,89,84,84,86,88,78,75
cs1589,90,88,88,82,83,74,68
cs1590,86,91,57,86,94,78,90
cs1591,93,93,67,91,98,76,85
cs1592,92,99,64,82,95,72,86
cs1593,89,91,59,86,86,76,87
cs1594,93,91,62,88,95,70,79
cs1595,89,89,69,81,83,76,66
cs1596,83,67,79,83,77,66,67
cs1597,97,84,68,89,94,65,85
cs1598,87,87,65,84,82,75,70
cs1599,94,84,69,81,85,76,99
cs1600,92,89,61,83,96,78,92
cs1601,87,80,54,88,75,76,92
cs1602,80,88,64,82,88,67,61
cs1603,100,86,66,81,94,67,92
cs1604,83,78,94,82,68,69,90
cs1605,96,83,61,82,78,79,81
cs1606,89,86,90,85,78,71,64
cs1607,88,97,64,88,97,76,70
cs1608,87,83,85,84,74,77,73
cs1609,79,84,60,82,90,74,85
cs1610,94,61,61,86,52,76,76
cs1611,89,71,70,83,65,75,75
cs1612,93,77,88,83,70,74,74
cs1613,88,82,98,81,78,64,96
cs1614,82,87,87,86,91,80,68
cs1615,87,86,93,86,82,76,73
cs1616,88,74,92,82,81,74,72
cs1617,94,81,63,81,87,77,67
cs1618,93,85,91,80,85,71,79
cs1619,93,83,96,80,79,73,91
cs1620,88,83,70,86,84,73,81
cs1621,89,83,86,82,78,80,91
cs1622,99,87,62,82,90,77,70
cs1623,89,77,95,89,87,61,83
cs1624,92,77,58,89,68,76,93
cs1625,91,80,61,88,80,93,89
cs1626,90,99,58,82,93,77,80
cs1627,89,88,79,80,91,63,83
cs1628,88,80,58,84,82,76,77
cs1629,88,84,60,83,84,66,62
cs1630,88,97,72,83,100,74,57
cs1631,99,74,71,82,68,95,66
cs1632,96,90,73,82,99,89,88
cs1633,94,91,60,83,99,76,90
cs1634,92,83,89,84,76,67,86
cs1635,97,79,61,86,76,77,84
cs1636,92,88,86,79,96,67,70
cs1637,84,88,65,80,96,77,98
cs1638,88,67,89,84,68,92,86
cs1639,89,86,64,86,84,74,74
cs1640,89,98,59,81,92,71,76
cs1641,97,93,67,80,96,73,78
cs1642,90,81,98,85,73,74,68
cs1643,92,97,64,81,90,75,74
cs1644,87,79,94,87,77,76,57
cs1645,92,85,90,87,82,79,82
cs1646,93,84,62,84,81,73,77
cs1647,91,93,63,86,84,73,90
cs1648,85,81,65,83,76,67,93
cs1649,83,65,72,80,75,70,69
cs1650,89,88,69,89,97,65,85
cs1651,93,79,68,83,87,76,61
cs1652,84,84,85,86,90,68,95
cs1653,96,89,67,84,95,62,93
cs1654,86,74,66,82,76,78,78
cs1655,94,88,70,82,89,65,91
cs1656,99,81,63,81,78,64,78
cs1657,82,87,64,88,79,75,82
cs1658,94,80,66,84,73,83,85
cs1659,87,87,88,87,91,63,68
cs1660,93,95,58,86,91,99,95
cs1661,91,87,94,84,86,76,78
cs1662,83,91,86,84,85,72,85
cs1663,100,93,77,92,89,76,100
cs1664,92,69,64,83,60,74,94
cs1665,94,72,68,84,82,64,89
cs1666,92,80,60,82,86,66,52
cs1667,95,79,86,80,73,98,64
cs1668,88,84,94,88,94,87,79
cs1669,87,89,60,88,98,73,97
cs1670,87,72,57,83,65,67,87
cs1671,85,99,88,83,99,84,95
cs1672,93,91,63,84,91,76,76
cs1673,85,82,66,83,91,70,93
cs1674,91,83,69,87,76,89,68
cs1675,82,84,84,85,93,93,85
cs1676,94,80,66,82,88,77,96
cs1677,100,77,68,82,87,64,86
cs1678,89,93,63,81,99,83,79
cs1679,93,77,60,82,80,77,95
cs1680,96,95,96,82,96,76,71
cs1681,93,80,95,81,75,77,66
cs1682,93,94,63,86,84,75,94
cs1683,92,84,76,89,82,78,87
cs1684,87,94,63,86,97,71,92
cs1685,95,70,69,85,65,74,82
cs1686,92,84,66,84,82,72,79
cs1687,87,91,66,81,92,90,72
cs1688,94,91,71,84,86,75,98
cs1689,94,82,61,91,88,69,74
cs1690,87,87,67,80,77,77,66
cs1691,87,83,98,81,84,73,80
cs1692,91,96,63,83,96,76,98
cs1693,84,97,91,84,95,79,74
cs1694,92,88,83,86,93,80,97
cs1695,96,81,77,82,86,75,94
cs1696,99,87,88,88,91,76,67
cs1697,94,96,61,82,96,67,86
cs1698,87,72,55,81,78,71,92
cs1699,98,84,61,87,83,77,73
cs1700,98,87,88,81,80,75,83
cs1701,81,74,62,84,79,96,83
cs1702,91,87,61,84,91,79,82
cs1703,90,70,64,84,78,71,72
cs1704,89,89,61,82,98,76,73
cs1705,93,77,80,82,73,74,71
cs1706,84,89,58,80,85,66,87
cs1707,86,88,68,85,89,70,75
cs1708,92,83,62,85,90,72,74
cs1709,75,67,64,92,64,64,67
cs1710,83,97,81,81,90,76,98
cs1711,89,97,63,80,97,75,80
cs1712,74,83,94,85,84,74,84
cs1713,82,87,62,84,77,92,79
cs1714,97,83,72,81,75,78,70
cs1715,90,80,62,89,83,74,75
cs1716,90,92,67,84,89,76,70
cs1717,94,81,73,83,80,75,84
cs1718,90,70,58,81,66,73,88
cs1719,95,96,67,86,96,76,96
cs1720,91,82,65,82,89,98,96
cs1721,94,79,71,81,85,90,69
cs1722,90,75,69,84,72,63,95
cs1723,87,56,81,85,66,76,95
cs1724,89,69,68,85,77,69,92
cs1725,89,85,68,81,89,66,70
cs1726,94,93,65,83,93,80,81
cs1727,84,91,78,80,93,63,93
cs1728,92,94,67,81,93,75,80
cs1729,96,94,85,85,96,71,56
cs1730,86,80,69,84,86,91,98
cs1731,96,92,61,82,95,78,83
cs1732,85,85,54,83,81,63,87
cs1733,90,87,64,81,91,68,76
cs1734,87,74,68,82,83,62,73
cs1735,96,92,86,84,95,82,99
cs1736,91,90,62,82,95,78,71
cs1737,97,75,77,95,77,90,71
cs1738,94,79,64,87,76,65,85
cs1739,94,76,69,85,71,78,92
cs1740,91,85,86,81,84,79,91
cs1741,90,73,57,80,77,80,78
cs1742,94,86,57,86,79,67,90
cs1743,91,89,68,82,83,91,72
cs1744,86,93,93,82,92,74,68
cs1745,85,91,70,83,91,75,92
cs1746,84,85,64,89,80,73,82
cs1747,99,82,70,80,79,87,75
cs1748,92,88,63,86,84,75,98
cs1749,87,72,66,87,63,64,84
cs1750,89,78,65,81,81,77,90
cs1751,97,86,67,86,83,76,99
cs1752,95,79,81,87,78,81,63
cs1753,86,98,62,80,100,70,73
cs1754,85,76,59,83,74,69,83
cs1755,89,86,58,80,94,76,85
cs1756,89,87,82,87,83,80,95
cs1757,85,74,72,81,65,65,86
cs1758,97,78,88,81,70,98,52
cs1759,89,87,61,91,86,65,81
cs1760,84,94,65,81,94,73,93
cs1761,86,90,66,83,82,77,90
cs1762,92,83,89,82,75,68,83
cs1763,90,72,64,85,71,61,90
cs1764,91,95,88,83,93,68,68
cs1765,97,70,70,88,61,77,78
cs1766,85,80,56,90,83,87,90
cs1767,92,81,60,81,84,69,77
cs1768,85,94,61,82,90,68,82
cs1769,87,73,85,83,67,62,73
cs1770,91,67,56,80,76,80,73
cs1771,89,73,69,81,74,80,71
cs1772,90,98,91,85,91,65,82
cs1773,90,90,67,85,98,79,75
cs1774,89,92,74,84,82,68,83
cs1775,90,89,71,80,99,66,63
cs1776,89,97,70,85,93,77,84
cs1777,86,79,59,82,72,65,92
cs1778,87,96,58,86,98,70,79
cs1779,86,92,67,82,92,78,70
cs1780,86,79,59,86,72,88,75
cs1781,88,92,62,84,88,72,84
cs1782,94,77,62,80,73,77,74
cs1783,85,71,90,87,81,67,85
cs1784,94,70,70,90,61,89,81
cs1785,87,92,56,87,90,71,65
cs1786,90,91,69,90,93,78,78
cs1787,90,100,90,92,91,71,94
cs1788,90,92,59,85,88,79,91
cs1789,91,69,65,82,78,75,76
cs1790,94,98,63,82,92,65,69
cs1791,89,78,84,91,81,70,72
cs1792,92,87,91,80,91,73,96
cs1793,88,94,82,82,88,64,72
cs1794,87,79,62,81,83,71,83
cs1795,95,89,69,84,81,65,60
cs1796,100,91,55,91,93,73,77
cs1797,91,75,90,84,85,75,68
cs1798,93,80,95,87,71,78,89
cs1799,90,73,85,87,83,73,76
cs1800,80,88,67,83,94,78,84
cs1801,98,93,96,86,86,73,73
cs1802,86,73,63,80,74,79,87
cs1803,80,66,70,81,72,73,76
cs1804,91,83,75,83,80,75,86
cs1805,93,77,70,85,78,73,65
cs1806,92,73,67,81,81,71,68
cs1807,91,89,65,82,85,75,57
cs1808,95,94,97,81,91,66,93
cs1809,95,87,67,84,80,69,93
cs1810,91,88,70,82,82,73,88
cs1811,96,87,69,92,95,79,71
cs1812,78,86,89,82,85,69,77
cs1813,98,94,95,84,85,90,65
cs1814,88,100,84,81,99,76,94
cs1815,93,78,87,87,79,77,77
cs1816,95,86,64,81,93,76,89
cs1817,90,88,60,82,92,90,96
cs1818,83,71,66,84,67,60,87
cs1819,89,73,60,82,71,71,81
cs1820,96,82,70,82,82,68,77
cs1821,89,97,88,82,98,66,82
cs1822,96,91,63,86,87,77,84
cs1823,93,82,66,84,85,65,76
cs1824,89,80,65,81,80,76,96
cs1825,85,89,66,82,83,82,85
cs1826,99,88,93,80,96,79,74
cs1827,93,85,92,82,91,67,80
cs1828,87,84,71,87,90,82,93
cs1829,89,82,82,86,89,76,90
cs1830,97,87,88,87,92,69,60
cs1831,96,83,67,83,73,66,87
cs1832,91,100,83,84,100,74,80
cs1833,85,86,61,91,92,64,58
cs1834,86,81,93,84,89,93,67
cs1835,84,76,63,84,70,75,56
cs1836,91,93,85,88,95,75,75
cs1837,92,77,93,83,70,69,93
cs1838,93,100,66,84,95,74,89
cs1839,88,92,60,84,92,74,74
cs1840,91,94,93,83,92,94,94
cs1841,95,90,57,83,89,73,91
cs1842,86,84,96,81,74,63,76
cs1843,90,96,64,81,98,66,88
cs1844,91,66,74,81,64,97,73
cs1845,94,89,61,83,98,82,87
cs1846,96,83,71,83,77,66,69
cs1847,86,89,59,84,98,77,99
cs1848,93,73,64,81,82,79,91
cs1849,87,82,58,84,89,75,92
cs1850,80,85,64,82,86,72,81
cs1851,90,76,92,83,75,72,67
cs1852,93,68,92,98,66,77,80
cs1853,95,93,81,86,93,69,83
cs1854,89,88,93,87,81,77,100
cs1855,95,91,62,80,97,69,60
cs1856,84,76,97,85,67,74,86
cs1857,92,80,64,84,76,66,86
cs1858,96,97,68,87,98,72,81
cs1859,91,84,61,84,80,65,61
cs1860,85,85,60,88,79,72,78
cs1861,88,69,68,81,63,62,92
cs1862,96,72,57,87,80,75,91
cs1863,95,75,71,85,82,92,74
cs1864,88,75,91,83,72,66,86
cs1865,96,65,70,91,63,71,73
cs1866,86,85,96,90,90,75,66
cs1867,95,95,72,87,87,69,78
cs1868,91,66,86,84,75,65,87
cs1869,88,97,68,89,97,75,90
cs1870,83,90,95,84,99,74,77
cs1871,85,86,65,82,89,73,83
cs1872,96,89,61,90,96,64,64
cs1873,87,86,98,81,80,75,83
cs1874,86,93,61,85,92,76,59
cs1875,97,91,66,86,81,66,81
cs1876,99,71,82,82,66,77,95
cs1877,89,76,67,82,82,77,71
cs1878,100,81,53,85,79,74,69
cs1879,92,90,95,81,85,68,65
cs1880,81,94,61,87,93,72,82
cs1881,88,84,89,87,92,65,72
cs1882,92,84,66,85,90,90,81
cs1883,100,60,89,80,69,76,72
cs1884,87,94,87,91,94,64,85
cs1885,93,70,69,87,77,77,73
cs1886,91,76,68,84,77,76,84
cs1887,92,74,65,83,83,75,58
cs1888,82,99,62,82,98,73,83
cs1889,90,87,68,80,80,74,98
cs1890,86,85,64,85,85,67,78
cs1891,87,90,86,88,88,74,88
cs1892,96,85,67,88,78,82,61
cs1893,88,66,68,80,70,72,78
cs1894,87,77,59,85,76,63,79
cs1895,83,87,93,84,79,78,83
cs1896,86,88,62,85,84,73,76
cs1897,81,97,97,81,97,89,58
cs1898,91,75,62,90,85,81,80
cs1899,89,93,60,81,93,76,91
cs1900,85,89,60,82,97,74,76
cs1901,81,96,91,88,87,78,69
cs1902,92,77,87,95,69,97,97
cs1903,85,87,80,81,97,76,67
cs1904,94,97,85,84,93,78,65
cs1905,90,86,64,90,87,61,79
cs1906,88,84,64,82,81,89,94
cs1907,83,81,67,87,83,74,81
cs1908,86,69,63,85,69,92,75
cs1909,89,78,68,84,85,63,95
cs1910,92,77,68,84,84,67,93
cs1911,78,77,67,80,71,71,71
cs1912,85,96,70,83,87,80,63
cs1913,87,88,68,86,92,75,57
cs1914,83,78,62,82,75,70,99
cs1915,90,89,95,85,79,83,72
cs1916,94,81,57,86,87,74,96
cs1917,80,74,59,84,65,74,76
cs1918,82,86,66,87,96,75,87
cs1919,91,88,61,82,85,73,73
cs1920,87,79,85,84,84,72,70
cs1921,87,88,70,84,85,93,63
cs1922,89,87,89,85,77,75,83
cs1923,88,78,73,82,88,79,73
cs1924,99,95,62,82,89,75,81
cs1925,86,83,67,80,77,92,66
cs1926,85,79,62,88,89,76,75
cs1927,90,89,66,86,93,72,85
cs1928,86,79,67,86,70,70,81
cs1929,98,94,65,87,91,74,90
cs1930,87,84,97,92,89,79,95
cs1931,94,84,63,86,79,74,74
cs1932,91,78,55,79,88,78,92
cs1933,93,91,71,80,99,74,88
cs1934,85,61,59,83,68,75,87
cs1935,92,78,69,88,76,80,99
cs1936,88,96,52,87,97,74,71
cs1937,97,92,89,85,92,78,88
cs1938,95,91,63,84,91,90,61
cs1939,82,69,66,86,74,63,93
cs1940,92,70,73,81,71,60,88
cs1941,97,88,67,88,87,77,72
cs1942,91,96,71,81,90,88,73
cs1943,93,94,65,87,94,76,69
cs1944,92,87,67,82,89,81,79
cs1945,92,89,64,85,80,76,82
cs1946,94,75,76,83,80,77,78
cs1947,86,71,59,81,78,65,81
cs1948,95,82,66,82,86,78,89
cs1949,85,86,94,82,80,78,61
cs1950,90,94,58,89,85,73,96
cs1951,85,84,71,86,82,65,80
cs1952,87,91,60,85,100,72,73
cs1953,94,93,72,89,87,76,98
cs1954,91,83,87,82,80,95,63
cs1955,86,82,88,82,85,64,97
cs1956,93,67,65,82,70,75,77
cs1957,94,77,65,84,84,80,71
cs1958,88,77,87,85,79,75,67
cs1959,97,81,88,82,75,66,65
cs1960,95,74,64,93,68,74,73
cs1961,86,90,63,83,81,75,87
cs1962,85,74,83,86,80,63,91
cs1963,89,87,58,86,79,77,61
cs1964,95,86,90,84,76,68,93
cs1965,87,93,60,80,90,75,60
cs1966,89,76,71,81,75,79,87
cs1967,86,79,96,82,84,73,93
cs1968,84,81,65,82,87,86,89
cs1969,92,98,58,81,98,76,74
cs1970,87,91,66,83,85,76,97
cs1971,91,97,55,80,99,63,77
cs1972,91,86,90,87,76,75,87
cs1973,89,92,91,85,91,76,100
cs1974,90,87,57,87,79,67,72
cs1975,82,83,72,82,78,78,68
cs1976,87,93,90,87,100,89,86
cs1977,98,77,72,81,80,79,73
cs1978,97,67,68,82,62,75,85
cs1979,85,81,64,85,83,73,67
cs1980,83,65,71,80,68,85,93
cs1981,91,74,85,84,73,96,77
cs1982,90,75,90,85,74,77,99
cs1983,91,78,93,85,85,86,93
cs1984,87,82,57,84,89,71,77
cs1985,100,78,87,82,86,96,77
cs1986,92,88,59,83,97,67,77
cs1987,94,96,89,82,96,66,81
cs1988,87,80,92,82,82,72,73
cs1989,93,68,69,83,61,88,72
cs1990,90,73,95,80,64,67,87
cs1991,95,76,91,82,77,87,76
cs1992,81,82,72,82,76,78,90
cs1993,86,89,98,90,97,64,79
cs1994,94,87,66,83,92,67,82
cs1995,97,92,62,83,99,70,92
cs1996,96,97,93,91,97,68,89
cs1997,95,71,61,82,68,66,95
cs1998,89,82,84,85,72,79,65
cs1999,85,79,64,84,79,89,54
cs2000,92,94,73,83,92,67,91
cs2001,87,90,60,82,87,69,77
cs2002,85,80,67,86,84,78,88
cs2003,91,70,71,82,76,76,90
cs2004,88,94,93,86,100,66,58
cs2005,95,79,85,81,70,69,86
cs2006,94,64,93,86,71,77,66
cs2007,92,77,85,84,84,74,75
cs2008,86,88,67,88,96,75,86
cs2009,93,81,68,84,89,75,88
cs2010,90,83,70,83,82,66,87
cs2011,94,89,65,82,94,92,85
cs2012,94,79,82,81,69,63,79
cs2013,97,90,68,82,91,74,67
cs2014,88,77,70,86,73,78,95
cs2015,85,71,59,90,70,66,98
cs2016,95,75,64,83,65,77,89
cs2017,92,80,62,81,72,76,67
cs2018,95,92,67,83,100,75,84
cs2019,91,85,86,81,85,76,95
cs2020,93,60,64,82,55,75,83
cs2021,95,87,60,80,97,76,73
cs2022,88,67,94,81,76,76,94
cs2023,88,84,64,84,75,72,75
cs2024,94,83,74,86,84,76,79
cs2025,85,77,63,87,82,89,87
cs2026,91,84,91,83,94,74,77
cs2027,89,91,56,88,82,91,63
cs2028,81,69,64,83,79,79,60
cs2029,87,87,99,87,88,85,84
cs2030,92,82,72,84,75,72,70
cs2031,100,79,57,85,77,74,82
cs2032,93,90,58,85,86,73,94
cs2033,90,83,93,84,86,87,96
cs2034,93,87,86,88,83,72,94
cs2035,89,81,63,83,91,91,79
cs2036,89,85,67,88,87,73,91
cs2037,89,95,65,86,93,66,87
cs2038,96,68,88,85,76,80,88
cs2039,83,88,67,87,79,76,83
cs2040,78,77,86,83,76,71,80
cs2041,100,79,60,88,70,79,82
cs2042,96,81,61,84,81,79,87
cs2043,90,95,66,80,97,84,76
cs2044,86,88,67,86,79,82,69
cs2045,96,77,67,84,74,71,78
cs2046,81,84,93,82,84,71,58
cs2047,90,92,62,86,86,77,82
cs2048,89,76,66,84,69,73,83
cs2049,88,83,65,80,80,77,96
cs2050,91,96,87,81,96,79,82
cs2051,88,82,61,88,80,65,84
cs2052,95,89,90,86,98,78,69
cs2053,94,89,83,86,87,71,80
cs2054,100,68,62,90,64,79,67
cs2055,86,65,92,83,73,78,83
cs2056,96,76,91,86,74,79,89
cs2057,92,83,68,80,83,65,86
cs2058,88,73,91,82,64,73,94
cs2059,86,72,92,83,68,64,80
cs2060,90,89,86,81,87,73,86
cs2061,89,97,65,90,97,71,100
cs2062,87,88,67,83,94,80,78
cs2063,85,85,86,85,92,64,91
cs2064,88,71,65,87,68,69,68
cs2065,88,79,68,86,72,73,91
cs2066,94,73,56,89,73,65,84
cs2067,91,79,99,88,88,63,71
cs2068,94,96,70,83,96,66,76
cs2069,94,96,66,83,96,74,81
cs2070,79,82,59,90,90,78,78
cs2071,88,71,72,82,81,85,75
cs2072,90,91,93,82,100,75,71
cs2073,84,96,64,86,100,79,79
cs2074,94,74,73,84,67,64,80
cs2075,87,74,59,89,72,76,95
cs2076,83,81,75,87,74,71,94
cs2077,84,88,64,80,91,81,82
cs2078,95,85,65,85,86,67,67
cs2079,94,92,70,82,89,64,67
cs2080,92,84,97,83,84,76,96
cs2081,98,99,91,86,99,77,86
cs2082,81,90,72,85,82,66,77
cs2083,86,68,67,82,61,97,61
cs2084,82,93,62,85,97,74,86
cs2085,82,91,84,82,86,91,71
cs2086,96,77,64,80,80,76,64
cs2087,99,80,67,85,71,75,91
cs2088,92,85,73,82,86,74,90
cs2089,89,82,77,85,82,80,91
cs2090,93,87,64,90,78,86,94
cs2091,90,94,89,80,90,79,97
cs2092,93,90,83,87,96,72,55
cs2093,82,90,68,82,92,69,93
cs2094,95,71,95,82,75,64,71
cs2095,93,70,66,84,72,67,76
cs2096,94,75,54,81,78,74,86
cs2097,94,85,60,84,86,63,75
cs2098,86,86,60,81,95,95,100
cs2099,96,91,63,89,81,88,74
cs2100,95,99,82,83,99,79,51
cs2101,87,98,55,82,98,78,81
cs2102,87,98,60,84,91,76,88
cs2103,89,88,66,85,97,64,92
cs2104,88,83,56,82,83,71,81
cs2105,88,96,58,82,91,77,69
cs2106,88,80,61,81,76,76,73
cs2107,93,81,92,83,78,72,73
cs2108,85,87,96,80,79,78,69
cs2109,90,80,86,83,79,73,93
cs2110,89,69,68,80,73,93,87
cs2111,89,77,61,81,77,72,90
cs2112,86,86,76,91,77,76,88
cs2113,94,92,55,91,98,92,83
cs2114,93,58,93,80,68,91,87
cs2115,88,93,66,81,94,75,83
cs2116,86,79,96,85,71,65,81
cs2117,88,91,60,80,83,72,78
cs2118,84,87,74,86,96,84,78
cs2119,90,76,68,81,69,78,72
cs2120,84,94,71,81,93,78,96
cs2121,95,70,89,81,60,66,65
cs2122,91,71,69,80,65,90,83
cs2123,93,91,66,84,99,62,73
cs2124,85,74,66,86,69,73,65
cs2125,88,93,70,88,87,73,74
cs2126,82,86,98,87,81,79,76
cs2127,95,86,67,89,76,89,76
cs2128,85,93,60,88,94,79,92
cs2129,92,95,66,86,88,74,85
cs2130,84,89,60,88,96,78,77
cs2131,100,90,65,90,86,66,83
cs2132,78,83,56,85,77,76,76
cs2133,83,75,88,81,72,74,85
cs2134,92,83,94,81,92,78,90
cs2135,82,63,62,81,71,78,76
cs2136,89,78,89,85,82,84,94
cs2137,86,100,95,86,100,76,66
cs2138,96,93,60,81,83,66,78
cs2139,95,81,72,85,87,66,89
cs2140,89,77,95,81,72,64,95
cs2141,84,84,86,87,87,65,98
cs2142,95,86,64,83,82,83,76
cs2143,79,71,90,94,63,88,97
cs2144,93,85,67,80,77,88,93
cs2145,81,88,70,86,96,76,79
cs2146,94,90,62,85,98,75,60
cs2147,90,87,63,82,81,65,65
cs2148,86,96,73,83,91,79,91
cs2149,89,78,94,86,78,67,81
cs2150,83,89,90,83,97,94,90
cs2151,92,84,68,83,94,64,99
cs2152,94,79,85,82,80,78,92
cs2153,89,78,69,87,73,66,82
cs2154,80,81,66,82,87,75,74
cs2155,93,98,86,86,93,81,87
cs2156,86,70,100,90,67,75,54
cs2157,86,82,63,80,81,73,80
cs2158,93,88,72,82,89,67,93
cs2159,92,82,66,89,91,77,85
cs2160,90,86,72,86,96,65,86
cs2161,90,84,63,82,91,77,87
cs2162,93,88,67,83,79,74,98
cs2163,93,86,88,82,81,75,83
cs2164,84,99,83,83,99,76,94
cs2165,87,74,89,86,78,90,86
cs2166,89,90,91,84,86,64,76
cs2167,89,83,70,84,93,72,85
cs2168,91,75,69,80,76,77,79
cs2169,91,70,85,82,60,64,73
cs2170,92,75,89,84,77,72,78
cs2171,91,84,58,85,77,73,76
cs2172,88,76,70,82,79,78,79
cs2173,89,54,67,80,64,77,58
cs2174,85,75,66,89,69,79,78
cs2175,92,73,93,82,66,73,73
cs2176,93,99,69,85,93,73,97
cs2177,94,86,61,80,81,71,78
cs2178,86,76,96,81,85,76,75
cs2179,88,78,71,83,85,87,85
cs2180,87,86,62,81,89,71,78
cs2181,91,80,96,87,84,65,62
cs2182,94,89,67,90,94,78,81
cs2183,92,79,91,80,81,94,67
cs2184,94,83,56,82,89,72,75
cs2185,91,100,87,90,95,63,86
cs2186,93,76,96,83,77,79,85
cs2187,88,94,70,85,92,75,62
cs2188,99,95,63,88,96,75,75
cs2189,87,77,65,92,77,67,79
cs2190,92,64,60,81,64,73,81
cs2191,92,77,63,81,83,76,90
cs2192,91,79,66,80,84,64,77
cs2193,92,91,90,87,97,75,90
cs2194,86,77,87,81,80,62,75
cs2195,93,70,63,83,64,76,83
cs2196,100,84,70,85,79,64,84
cs2197,88,81,64,90,88,65,97
cs2198,88,87,94,83,95,77,70
cs2199,91,81,61,86,83,78,100
